Timestamp,Você está de acordo?,Como ficou sabendo desta pesquisa/censo?,"Em relação ao seu gênero, como você se identifica?",Qual a sua data de nascimento?,Você já sofreu alguma discriminação ou teve alguma dificuldade por conta da sua faixa etária?,"Caso sim, você poderia comentar sobre?",Estado civil:,"De acordo com os critérios do IBGE, qual é a sua cor/raça?","Considerando questões relacionadas à raça, você teria alguma sugestão para que as R-Ladies sejam mais inclusivas?",Você possui filhos?,Quantos filhos você possui?,Qual a data de nascimento do seu filho mais novo? ,Você já deixou de ir a algum evento por não ter com quem deixar a sua filha/filho?,"Considerando questões relacionadas à maternidade, você teria alguma sugestão para que as R-Ladies sejam mais inclusivas?",Você possui algum tipo de deficiência?,Qual(is) tipo(s) de deficiência(s) você possui?,Você já deixou de ir a algum evento por falta de acessibilidade do ambiente?,"Considerando questões relacionadas ao universo PcD, você teria alguma sugestão para que as R-Ladies sejam mais inclusivas?",Você pertence ao grupo LGBT+?,Você já deixou de ir a algum evento por ambiente não inclusivo/ discriminatório?,"Considerando questões relacionadas ao universo LGBT+, você teria alguma sugestão para que as R-Ladies sejam mais inclusivas?","Você faz parte de algum grupo sub-representado na área de tecnologia, que não foi citado? Caso sim, qual?",Você possui alguma restrição alimentar?,Qual (s) restrição (s) você possui?,Sua restrição se encaixa em algum (s) do (s) grupo (s) descrito (s) abaixo?,Você teria alguma sugestão para os coffee breaks dos eventos das R-Ladies?,Você se sente representada pelas R-Ladies?,"Considerando a soma da renda de todos os membros que contribuem com as despesas da sua casa, em qual das faixas abaixo a renda mensal bruta da sua casa se encaixa? ",Quantas pessoas contribuem para essa renda? ,Quantas pessoas vivem a partir dessa renda? ,Onde você mora atualmente:,Qual é a sua escolaridade?,"Em que ano você obteve, ou irá obter, o título mencionado na pergunta anterior?",Qual a sua área de formação/estudo (considerando o grau máximo que você estudou)?,Atualmente você está estudando?,Qual(is) da(s) opção(s) abaixo melhor descreve(m) seu vínculo de trabalho atual?,Qual das opções abaixo melhor descreve o seu perfil atual?,Qual o nome da sua ocupação atual?,Você está em processo de mudança de área?,Você tem como levar um notebook para um evento das R-Ladies?,"Se você tiver um notebook, qual(is) é(são) o(s) sistema(s) operacional(is) dele?",Qual o seu conhecimento em lógica de programação? ,Qual o seu conhecimento na linguagem R? ,Você já utilizou alguma das bibliotecas listadas abaixo? ,Você sabe programar (linhas de código) em alguma linguagem de programação que não o R? ,"Se sim, quais?",Qual o seu conhecimento em Git/Github/Gitlab?,Como ficou sabendo das R-Ladies - São Paulo?,Você participa de outras comunidades de tecnologia?,"Se sim, qual (s)?",Você já foi a um evento das R-Ladies?,"Considerando as opções abaixo, quais são suas preferências em relação aos dias/horários de eventos das R-Ladies? ",Por qual(is) formato(s) de evento das R-Ladies São Paulo você tem preferência?,Quais temas você gostaria de ver nos próximos eventos das R-Ladies São Paulo?,Gostaria de deixar uma mensagem para as R-Ladies?,Uma última pergunta: você teria interesse em ajudar as R-Ladies São Paulo?
2/11/2020 10:53:23,Sim,Indicação de amiga (o),Mulher (cis ou trans),3/27/1983,Sim,Algumas oportunidades/vagas/cursos/intercâmbios são específicas a público jovem.,Solteira,Branca,,Não,,,,,Não,,,,Sim,Não,,,Não,,,,Sim,De 1 a 2 salários mínimos,1,1,São Paulo Capital / Zona Oeste,Doutorado/Pós-doutorado Incompleto,2021,Estatística,Sim,Bolsista,Estudante de pós-graduação,Estudante,"Não, mas gostaria",Sim,Linux,4,4,"caret / h2o / mlr / parsnip / recipes, cluster / factorextra / FactoMineR / mvpart, data.table / Rcpp / parallel / vroom, DBI / odbc / haven / openxlsx / xlsx, devtools / roxygen2 / usethis, dplyr / tidyr / tidyverse / janitor, e1071 / randomForest / mgcv / glmnet / rpart, forcats / lubridate / stringr, forecast / quantmod / tseries / xts / zoo, ggplot2 / plotly, httr / jsonlite / rvest / xml2, knit / rmarkdown, shiny / flexdashboard, purrr / rlist",Sim,"LateX, Python, SQL, VBA",3,Indicação de um amigo,Não,,Sim,"Sábado, dia inteiro","Workshop (dia inteiro), Palestras curtas (evento de até 2 horas), Mentoria, Networking / acolhimento",Pacotes específicos e diferentes a cada reunião,Que a atitude de ajudar as diversidades e minorias é maravilhosa! Me sinto encorajada a melhorar meus conhecimentos e muito acolhida nos eventos dos quais participei e hoje é um prazer para mim poder ajudar o grupo.,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/11/2020 14:24:12,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),9/5/1966,Sim,Preconceito ,Casada,Branca,Divulgação ampla,Sim,1,7/30/1989,Sim,Locais que permitam crianças e voluntarias possam ajudar a ficar com elas,Sim,"Física, Artrite",Sim,Observar a estrutura e local para sentar e ficar muito tempo,Sim,Não,Divulgação ampla,Mulheres mais velhas,Não,,,,Sim,De 2 a 4 salários mínimos,1,2,Cidade fora da Grande São Paulo (interior ou litoral),Doutorado/Pós-doutorado Incompleto,2021,Ciências biológicas ,Sim,Bolsista,Estudante de pós-graduação,Doutoranda em saude materno infantil ,Sim,Sim,Windows,2,2,"dplyr / tidyr / tidyverse / janitor, shiny / flexdashboard, purrr / rlist, tidymodels / modelr / broom",Não,,2,Indicação de uma amiga,Sim,Cloud Girls,Sim,"Sábado, apenas pela manhã, Sábado, apenas à tarde, Sábado, dia inteiro, Domingo","Mesa redonda, Workshop (dia inteiro), Workshop (meio período), Mentoria, Networking / acolhimento","Gráficos, análise estatística",Posso contribuir voluntariamente no futuro,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/12/2020 11:18:01,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),6/6/1988,Sim,em alguns processos seletivos de estágio ou Trainee não consigo me candidatar por conta da faixa etária estabelecida,Casada,Preta,cursos para mulheres negras,Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 1 a 2 salários mínimos,1,2,São Paulo Capital / Zona Oeste,Superior Completo,2020,engenharia ambiental,Não,"Estou desempregada, mas já trabalhei",Júnior,desempregada,"Não, mas gostaria",Sim,Windows,2,1,,Sim,Javascript,1,LinkedIn,Sim,"programaria, laboratoria",Não,"Durante a semana (seg a sex), à noite, Sábado, dia inteiro","Workshop (dia inteiro), Palestras curtas (evento de até 2 horas)",curso da linguagem,,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/12/2020 13:34:04,Sim,Recebi por email,Mulher (cis ou trans),8/2/1988,Sim,Em processos seletivos já fui questionada sobre minha idade e se pretendia ter filhos em breve.,Solteira,Branca,"Não, pois não é meu lugar de fala.",Não,,,,,Não,,,,Sim,Sim,"Não, me sinto suficientemente representada.",,Sim,Vegetariana,vegetarianismo estrito,Oferecer opções veganas,Sim,De 6 a 10 salários mínimos,1,1,São Paulo Capital / Centro,Pós Graduação (Lato Sensu) Incompleta,2020,ciência de dados,Sim,Trabalho formalmente (CLT),Sênior/especialista,Cientista de Dados,"Não, e não quero",Sim,Windows,5,2,"caret / h2o / mlr / parsnip / recipes, DBI / odbc / haven / openxlsx / xlsx, dplyr / tidyr / tidyverse / janitor, forecast / quantmod / tseries / xts / zoo, ggplot2 / plotly, tensorflow / keras",Sim,"Python, SQL, VBA",4,Meetup,Sim,"PyLadies SP, WoMakers Code, Woman in Data Science SP",Sim,"Durante a semana (seg a sex), à noite, Sábado, dia inteiro","Mesa redonda, Workshop (dia inteiro), Palestras curtas (evento de até 2 horas), Mentoria, Networking / acolhimento","Webscrapping, Shiny dashboards",A comunidade é incrível e sempre muito acolhedora. Quero tentar ir em mais eventos nesse ano.,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/12/2020 20:37:22,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),5/15/1993,Não,,União estável,Parda,Não no momento,Sim,1,7/20/2017,Não,Gravar os encontros e disponibiliza-lós na internet para que possamos assistir nos momentos de descolamento ou na hora da soneca do filho(a),Não,,,,Não,,,,Não,,,,Sim,De 6 a 10 salários mínimos,2,3,São Paulo Região Metropolitana / Grande São Paulo,Superior Completo,2014,Ciências Atuariais ,Não,Trabalho formalmente (CLT),Pleno,Atuário Pleno,"Não, mas gostaria",Sim,Windows,4,4,"DBI / odbc / haven / openxlsx / xlsx, dplyr / tidyr / tidyverse / janitor, forcats / lubridate / stringr, httr / jsonlite / rvest / xml2",Sim,"SPSS, SQL, VBA",1,Meetup,Sim,Tangerines,Sim,"Durante a semana (seg a sex), à noite, Sábado, apenas pela manhã, Sábado, apenas à tarde, Sábado, dia inteiro","Mesa redonda, Workshop (dia inteiro), Workshop (meio período), Palestras curtas (evento de até 2 horas), Mentoria, Networking / acolhimento","Shiny, rmarkdown, gráficos, R e Power BI, R e Azure","Acho o trabalho de vocês incrível. A ideia do grupo de alcançar as minorias, é fantástica. Além de ser uma galera jovem e competente. Quando me pergunto onde quero chegar na programação penso na galera do R-Ladies","Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/13/2020 16:38:28,Sim,Grupo das R-Ladies no Telegram,Mulher (cis ou trans),1/10/1985,Não,,Casada,Amarela,,Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 10 a 15 salários mínimos,2,2,São Paulo Capital / Zona Sul,Superior Completo,2009,Estatística,Não,Trabalho como autônomo (MEI/PJ),Sênior/especialista,Consultora estatística,"Não, e não quero",Sim,Windows,4,4,"data.table / Rcpp / parallel / vroom, dplyr / tidyr / tidyverse / janitor, forcats / lubridate / stringr, ggplot2 / plotly, knit / rmarkdown, sf / ggsn / leaflet / viridis, shiny / flexdashboard, tidymodels / modelr / broom",Sim,"LateX, SPSS, VBA",2,Eventos,Não,,Não,"Durante a semana (seg a sex), à noite, Sábado, apenas pela manhã",Workshop (meio período),,,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/13/2020 20:15:05,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),11/24/1980,Sim,"Difícil conseguir emprego, e nem fiz 40 anos",Solteira,Branca,Acho importante fazer reuniões em lugares mais periféricos.,Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 2 a 4 salários mínimos,2,5,São Paulo Capital / Zona Norte,Superior Completo,2010,Administração e contabilidade,Não,Trabalho formalmente (CLT),Pleno,Analista contabil,"Não, mas gostaria",Sim,Windows,2,2,dplyr / tidyr / tidyverse / janitor,Sim,"Javascript, Python",1,Instagram,Não,,Sim,"Sábado, dia inteiro, Domingo","Mesa redonda, Workshop (dia inteiro), Mentoria, Networking / acolhimento",,,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/14/2020 14:56:23,Sim,Indicação de amiga (o),Mulher (cis ou trans),6/13/1983,Não,,Casada,Branca,,Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 2 a 4 salários mínimos,3,3,São Paulo Capital / Zona Oeste,Doutorado/Pós-doutorado Incompleto,2021,Ciências Biológicas,Sim,Bolsista,Estudante de pós-graduação,Ecóloga,"Não, e não quero",Sim,"MacOS, Windows",3,3,"dplyr / tidyr / tidyverse / janitor, ggplot2 / plotly, sf / ggsn / leaflet / viridis, purrr / rlist",Não,,2,Indicação de uma amiga,Não,,Sim,"Sábado, dia inteiro, Domingo",Workshop (dia inteiro),Curso introdutório; uso do github; uso de pacotes para plotagem de gráficos,Acho esta iniciativa extremamente proveitosa e acolhedora!,"Não, obrigada"
2/14/2020 14:57:20,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),2/27/1996,Sim,"Chegaram a dizer que eu era muito nova para tanto conhecimento assim e muito sonhadora, porque pediram para descrever meu sonho, para no final julgar ele",Solteira,Parda,"Ainda estou conhecendo a comunidade, com isso ainda não vi a forma como é feita a inclusão de vocês além da inclusão das mulheres no universo da tecnologia ",Não,,,,,Não,,,,Não,,,,Sim,"Alimentos com corantes artificiais, amarelos e avermelhados (tartrazina)",alergias ou intolerâncias,,Sim,De 4 a 6 salários mínimos,2,2,São Paulo Capital / Zona Sul,Superior Completo,2018,Publicidade e Propaganda,Sim,Trabalho como autônomo (MEI/PJ),Júnior,Mídia Performance,Sim,Sim,Windows,2,1,,Não,,1,Meetup,Sim,Le Wagon São Paulo - Coding Bootcamp,Não,"Durante a semana (seg a sex), à noite, Sábado, apenas à tarde, Sábado, dia inteiro","Workshop (dia inteiro), Workshop (meio período), Palestras curtas (evento de até 2 horas), Mentoria, Networking / acolhimento",,Obrigada pela essa linda iniciativa para inclusão das mulheres na tecnologia ,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/14/2020 19:59:52,Sim,Grupo das R-Ladies no Telegram,Mulher (cis ou trans),5/22/1981,Não,,"Juntada há alguns anos, porém, sem documentos",Branca,Estar presente também nas comunidades.,Sim,2,9/8/2005,Sim,,Não,,,,Não,,,,Não,,,,Sim,De 4 a 6 salários mínimos,2,4,São Paulo Capital / Zona Oeste,Superior Completo,2010,Sistema da informação,Não,Trabalho formalmente (CLT),Sênior/especialista,Analista de planejamento,"Não, e não quero",Sim,,4,1,DBI / odbc / haven / openxlsx / xlsx,Não,SQL,1,Indicação de uma amiga,Não,,Não,"Sábado, dia inteiro",Workshop (dia inteiro),"R, M, pyton",Amei a iniciativa ,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/17/2020 18:08:36,Sim,Grupo das R-Ladies no Telegram,Não-binário,5/13/1994,Não,,Solteira,Parda,,Não,,,,,Não,,,,Sim,Não,,,Não,,,,Sim,De 2 a 4 salários mínimos,1,1,São Paulo Capital / Centro,Superior Completo,2018,estatística,Sim,"Trabalho formalmente (CLT), Trabalho informalmente",Pleno,Analista estatístico,"Não, e não quero",Sim,"Linux, Windows",4,4,"caret / h2o / mlr / parsnip / recipes, cluster / factorextra / FactoMineR / mvpart, data.table / Rcpp / parallel / vroom, DBI / odbc / haven / openxlsx / xlsx, devtools / roxygen2 / usethis, dplyr / tidyr / tidyverse / janitor, e1071 / randomForest / mgcv / glmnet / rpart, forcats / lubridate / stringr, forecast / quantmod / tseries / xts / zoo, ggplot2 / plotly, knit / rmarkdown, sf / ggsn / leaflet / viridis, shiny / flexdashboard, sparklyr / sparkR, purrr / rlist, tensorflow / keras",Sim,"LateX, Python, SQL",3,Eventos,Sim,Pyladies,Sim,"Sábado, apenas pela manhã, Sábado, dia inteiro","Workshop (dia inteiro), Workshop (meio período), Palestras curtas (evento de até 2 horas), Mentoria",falar sobre IoT e como usar o R para dados de saúde,comunidade linda,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/18/2020 17:33:17,Sim,Redes Sociais das R-Ladies,Mulher (cis ou trans),7/20/1989,Sim,,Casada,Branca,,Sim,1,1/22/2016,Sim,Transmissão dos meetups online,Não,,,,Sim,Sim,,,Não,,,,Sim,De 4 a 6 salários mínimos,1,3,São Paulo Capital / Zona Sul,Superior Completo,2019,Geografia,Não,"Estou desempregada, mas já trabalhei",Júnior,Dona de casa,"Não, e não quero",Sim,Windows,2,1,,Sim,Python,1,Instagram,Sim,PyLadies,Não,"Sábado, dia inteiro",Workshop (dia inteiro),,,"Não, obrigada"
2/18/2020 22:44:24,Sim,Grupo das R-Ladies no Telegram,Mulher (cis ou trans),1/12/1987,Não,,Casada,Branca,,Não,,,,,Não,,,,Sim,Não,,,Sim,,ovolactovegetarianismo,,Prefiro não responder,De 10 a 15 salários mínimos,2,2,São Paulo Capital / Zona Oeste,Pós Graduação (Lato Sensu) Completa,2012,Pesquisa de Mercado,Não,Trabalho como autônomo (MEI/PJ),Sênior/especialista,Sales Manager ,"Não, mas gostaria",Sim,Windows,2,1,,Não,,2,Indicação de uma amiga,Sim,Pyladies / womakerscode,Não,"Durante a semana (seg a sex), à noite, Sábado, dia inteiro","Workshop (dia inteiro), Workshop (meio período), Palestras curtas (evento de até 2 horas), Mentoria",,,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/21/2020 11:51:03,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),6/11/1985,Não,,Casada,Branca,,Sim,1,8/3/2017,Sim,eventos fora de fim de semana,Não,,,,Não,,,,Não,,,,Sim,Mais de 15 salários mínimos,2,3,São Paulo Capital / Zona Oeste,Doutorado/Pós-doutorado Completo,2016,genética e biologia evolutiva,Não,Bolsista,Professora(o) / Pesquisadora(o),Pós doutorado,"Não, mas gostaria",Sim,MacOS,2,5,"DBI / odbc / haven / openxlsx / xlsx, devtools / roxygen2 / usethis, dplyr / tidyr / tidyverse / janitor, ggplot2 / plotly, knit / rmarkdown, shiny / flexdashboard",Não,,3,Indicação de um amigo,Não,,Não,"Durante a semana (seg a sex), durante o dia, Durante a semana (seg a sex), à noite","Workshop (meio período), Palestras curtas (evento de até 2 horas), Mentoria, Networking / acolhimento","mercado de trabalho, machine learning",vcs sao demais!,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/21/2020 11:53:48,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),9/23/1996,Não,,Solteira,Branca,,Não,,,,,Não,,,,Sim,Sim,,,Não,,,,Sim,Até 1 salário mínimo,1,1,São Paulo Região Metropolitana / Grande São Paulo,Superior Incompleto,2020,Planejamento Territorial,Sim,Bolsista,Estudante de graduação,Bolsista de IC Fapesp,"Não, mas gostaria",Sim,Windows,4,4,"data.table / Rcpp / parallel / vroom, dplyr / tidyr / tidyverse / janitor, forcats / lubridate / stringr, ggplot2 / plotly, knit / rmarkdown, purrr / rlist",Sim,"Java, Python, SPSS",2,Indicação de uma amiga,Não,,Sim,"Sábado, dia inteiro",Workshop (dia inteiro),,,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/21/2020 11:59:49,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),7/9/1966,Sim,"Não fui aceita pelo meu ex orientador para fazer o doutorado, ele me disse que eu terminaria muita velha e que o investimento das agências de fomento estariam desperdiçando dinheiro!",Casada,Branca,vou pensar a respeito,Sim,2,6/29/1992,Sim,unto aos eventos ter algum monitor para crianças,Não,,,,Não,,,,Não,,,,Sim,De 4 a 6 salários mínimos,2,2,São Paulo Capital / Zona Oeste,Doutorado/Pós-doutorado Incompleto,2022,Biologia marinha,Sim,Bolsista,Estudante de pós-graduação,doutorando em Oceanografia,Sim,Sim,Windows,3,3,"data.table / Rcpp / parallel / vroom, devtools / roxygen2 / usethis, dplyr / tidyr / tidyverse / janitor, forcats / lubridate / stringr, forecast / quantmod / tseries / xts / zoo, ggplot2 / plotly",Não,,2,Indicação de uma amiga,Não,,Não,"Durante a semana (seg a sex), à noite","Mesa redonda, Workshop (dia inteiro), Workshop (meio período), Palestras curtas (evento de até 2 horas), Mentoria, Networking / acolhimento","ecologia, macroecologia, analises multivariadas, machine learning","Obrigada por existirem, espero ansiosamente por eventos durante a semana!!!","Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/21/2020 12:01:45,Sim,Redes Sociais das R-Ladies,Mulher (cis ou trans),11/2/1986,Não,,Solteira,Branca,,Não,,,,,Não,,,,Sim,Não,,,Não,,,,Sim,De 6 a 10 salários mínimos,2,2,São Paulo Capital / Centro,Pós Graduação (Lato Sensu) Completa,2011,Marketing,Não,Trabalho formalmente (CLT),Sênior/especialista,Webmaster,Sim,Sim,Windows,3,1,,Sim,"Javascript, Python, SQL",3,Facebook,Sim,"Desprograma, PyLadies",Não,"Durante a semana (seg a sex), à noite, Sábado, apenas pela manhã","Mesa redonda, Workshop (meio período), Palestras curtas (evento de até 2 horas), Networking / acolhimento",,,"Não, obrigada"
2/21/2020 12:15:56,Sim,Grupo das R-Ladies no Telegram,Mulher (cis ou trans),9/14/1970,Sim,Me acham velha,Casada,Branca,,Não,,,,,Não,,,,Não,,,,Sim,Nao como carboidratos,alergias ou intolerâncias,,Sim,De 4 a 6 salários mínimos,2,3,São Paulo Região Metropolitana / Grande São Paulo,Superior Completo,2007,Adm de empresas ,Não,Trabalho formalmente (CLT),Sênior/especialista,Analista,"Não, mas gostaria",Sim,Windows,1,1,,Não,,1,Indicação de uma amiga,Não,,Não,"Sábado, dia inteiro",Workshop (dia inteiro),,,"Não, obrigada"
2/21/2020 12:22:46,Sim,Redes Sociais das R-Ladies,Homem (cis ou trans),9/13/1987,Sim,Me tornei doutor com 26 anos e professor de stricto sensu com 27.,Casada,Branca,,Não,,,,,Não,,,,Não,,,,Não,,,,Sim,Mais de 15 salários mínimos,2,2,São Paulo Capital / Zona Sul,Doutorado/Pós-doutorado Completo,2016,Estatística,Não,Trabalho formalmente (CLT),Professora(o) / Pesquisadora(o),Professor de Ensino Superior,"Não, mas gostaria",Sim,MacOS,5,5,"caret / h2o / mlr / parsnip / recipes, cluster / factorextra / FactoMineR / mvpart, data.table / Rcpp / parallel / vroom, DBI / odbc / haven / openxlsx / xlsx, devtools / roxygen2 / usethis, dplyr / tidyr / tidyverse / janitor, e1071 / randomForest / mgcv / glmnet / rpart, forcats / lubridate / stringr, forecast / quantmod / tseries / xts / zoo, ggplot2 / plotly, httr / jsonlite / rvest / xml2, knit / rmarkdown, sf / ggsn / leaflet / viridis, shiny / flexdashboard, slidify / xaringan, purrr / rlist, tensorflow / keras, tidymodels / modelr / broom",Sim,"LateX, Python",4,Facebook,Sim,Python,Não,"Sábado, apenas pela manhã, Sábado, apenas à tarde, Sábado, dia inteiro, Domingo","Mesa redonda, Workshop (dia inteiro), Workshop (meio período), Palestras curtas (evento de até 2 horas), Mentoria",,,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/21/2020 12:26:58,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),4/14/1989,Não,,União estável,Amarela,,Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 4 a 6 salários mínimos,2,2,São Paulo Capital / Zona Oeste,Superior Completo,2016,Banco de Dados,Sim,"Estou desempregada, mas já trabalhei",Estudante de graduação,Graduanda em Ciencia de Dados,"Não, e não quero",Sim,Windows,3,2,"DBI / odbc / haven / openxlsx / xlsx, e1071 / randomForest / mgcv / glmnet / rpart, ggplot2 / plotly, shiny / flexdashboard, tensorflow / keras",Sim,"Python, SQL, VBA",2,Meetup,Sim,"PyLadies, Escola Livre de IA",Não,"Durante a semana (seg a sex), à noite, Sábado, dia inteiro","Workshop (dia inteiro), Workshop (meio período), Palestras curtas (evento de até 2 horas), Mentoria, Networking / acolhimento","R avancado, mercado de trabalho, comportamento em entrevistas, R no dia a dia do cientista de dados",Voces sao otimas e inspiram muita gente!!,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/21/2020 12:28:06,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),3/10/1994,Sim,"No contexto profissional/acadêmico, as pessoas levam um pouco de tempo, em uma conversa, para começar a me levar a sério, porque sou mulher e pareço mais nova ainda do que eu sou. Depois que percebem que eu entendo do que eu faço/estudo, passam a valorizar o que eu digo.

Especificamente, no caso do meu orientador de pós-graduação, ele muitas vezes rejeita minhas propostas ou interpretações. Uma vez ele estava discordando de mim, até que uma professora da pós, ao lado, que ouvia a conversa, disse que eu tinha razão. Aí ele passou a considerar o que eu dizia.",Solteira,Branca,,Não,,,,,Não,,,,Não,,,,Sim,Sigo uma dieta ovo-lacto-vegetariana na maior parte do tempo. Pretendo transicionar ao veganismo em breve.,ovolactovegetarianismo,,Prefiro não responder,Mais de 15 salários mínimos,3,4,São Paulo Capital / Centro,Mestrado (Stricto Sensu) Completo,2020,Administração Pública,Não,Trabalho formalmente (CLT),Professora(o) / Pesquisadora(o),Pesquisadora,"Não, e não quero",Sim,Linux,5,5,"bookdown / blogdown / pagedown, data.table / Rcpp / parallel / vroom, devtools / roxygen2 / usethis, dplyr / tidyr / tidyverse / janitor, forcats / lubridate / stringr, ggplot2 / plotly, httr / jsonlite / rvest / xml2, knit / rmarkdown, sf / ggsn / leaflet / viridis, tidymodels / modelr / broom",Não,,2,Indicação de uma amiga,Não,,Não,"Durante a semana (seg a sex), à noite, Sábado, apenas pela manhã, Sábado, apenas à tarde","Mesa redonda, Workshop (meio período), Palestras curtas (evento de até 2 horas), Mentoria, Networking / acolhimento",Github Pages (como elaborar e colocar uma pág HTML no ar) e Git (ou outras técnicas de compartilhamento de projeto).,,"Não, obrigada"
2/21/2020 12:52:16,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),3/14/1985,Não,,Solteira,Parda,,Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 4 a 6 salários mínimos,1,1,São Paulo Capital / Centro,Pós Graduação (Lato Sensu) Completa,2017,Jornalismo,Não,Trabalho formalmente (CLT),Júnior,jornalista de dados,Sim,Sim,Windows,2,2,"dplyr / tidyr / tidyverse / janitor, forcats / lubridate / stringr",Não,,1,Meetup,Não,,Sim,"Durante a semana (seg a sex), durante o dia, Durante a semana (seg a sex), à noite",Workshop (meio período),Estatística,,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/21/2020 13:02:47,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),12/9/1991,Não,,Solteira,Branca,,Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 2 a 4 salários mínimos,2,3,Cidade fora da Grande São Paulo (interior ou litoral),Superior Completo,2016,Biologia ,Não,Não trabalho e nunca trabalhei,Estudante de pós-graduação,Mestre em zoologia ,"Não, e não quero",Sim,Windows,2,3,"devtools / roxygen2 / usethis, dplyr / tidyr / tidyverse / janitor, ggplot2 / plotly",Não,,2,Twitter,Não,,Não,"Durante a semana (seg a sex), durante o dia, Sábado, dia inteiro","Mesa redonda, Workshop (dia inteiro)",,"Acho a iniciativa de vcs muito legal. Se eu estivesse morando ainda em SP capital, iria com certeza. ","Não, obrigada"
2/21/2020 13:28:52,Sim,Página/e-mail do Meetup das R-Ladies,Homem (cis ou trans),10/23/1981,Não,,Casada,Branca,,Não,,,,,Não,,,,Não,,,,Não,,,,Prefiro não responder,De 6 a 10 salários mínimos,2,2,São Paulo Região Metropolitana / Grande São Paulo,Doutorado/Pós-doutorado Completo,2011,biologia,Não,Trabalho formalmente (CLT),Professora(o) / Pesquisadora(o),coordenador de graduação,"Não, mas gostaria",Sim,"Linux, Windows",4,4,"bookdown / blogdown / pagedown, cluster / factorextra / FactoMineR / mvpart, data.table / Rcpp / parallel / vroom, DBI / odbc / haven / openxlsx / xlsx, dplyr / tidyr / tidyverse / janitor, e1071 / randomForest / mgcv / glmnet / rpart, forcats / lubridate / stringr, forecast / quantmod / tseries / xts / zoo, ggplot2 / plotly, knit / rmarkdown, shiny / flexdashboard, purrr / rlist, tidymodels / modelr / broom",Sim,"Python, SQL",3,Eventos,Sim,"Nerdzão, GruPy, SciPy, EducaTech",Não,"Durante a semana (seg a sex), à noite, Sábado, apenas pela manhã","Workshop (meio período), Palestras curtas (evento de até 2 horas), Networking / acolhimento",Sobre inclusão de pessoas mais velhas (migração de áreas),Faço parte do meetup do R-ladies - SP e as sigo nas redes sociais. Prezo pela qualidade e faço questão de divulgar os encontros. Sou professor na área e gostaria de ver maior inclusão. Parabéns pelo trabalho.,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
